SampleID	grain_length
IRIS_313-8755_IRIS_313-8755 7.4
IRIS_313-8757_IRIS_313-8757 8.1
IRIS_313-8765_IRIS_313-8765 6.8
IRIS_313-8768_IRIS_313-8768 9.3
IRIS_313-8769_IRIS_313-8769 9.8
IRIS_313-8771_IRIS_313-8771 9.7
IRIS_313-8778_IRIS_313-8778 8.7
IRIS_313-8783_IRIS_313-8783 8.7
IRIS_313-8789_IRIS_313-8789 8.3
IRIS_313-8791_IRIS_313-8791 8.6
IRIS_313-8793_IRIS_313-8793 10.2
IRIS_313-8796_IRIS_313-8796 9
IRIS_313-8803_IRIS_313-8803 9.6
IRIS_313-8811_IRIS_313-8811 9.7
IRIS_313-8812_IRIS_313-8812 7.9
IRIS_313-8813_IRIS_313-8813 8
IRIS_313-8814_IRIS_313-8814 7.1
IRIS_313-8815_IRIS_313-8815 7.7
IRIS_313-8833_IRIS_313-8833 8.2
IRIS_313-8844_IRIS_313-8844 8.1
IRIS_313-8846_IRIS_313-8846 8.7
IRIS_313-8850_IRIS_313-8850 8.2
IRIS_313-8854_IRIS_313-8854 7.8
IRIS_313-8856_IRIS_313-8856 7.9
IRIS_313-8857_IRIS_313-8857 7.9
IRIS_313-8859_IRIS_313-8859 8.5
IRIS_313-8864_IRIS_313-8864 8.3
IRIS_313-8865_IRIS_313-8865 8
IRIS_313-8872_IRIS_313-8872 9.9
IRIS_313-8873_IRIS_313-8873 7.3
IRIS_313-8876_IRIS_313-8876 9
IRIS_313-8880_IRIS_313-8880 8.9
IRIS_313-8884_IRIS_313-8884 9.9
IRIS_313-8889_IRIS_313-8889 8.6
IRIS_313-8890_IRIS_313-8890 8.1
IRIS_313-8894_IRIS_313-8894 9.5
IRIS_313-8895_IRIS_313-8895 9.8
IRIS_313-8900_IRIS_313-8900 9.5
IRIS_313-8903_IRIS_313-8903 8.8
IRIS_313-8909_IRIS_313-8909 9.8
IRIS_313-8914_IRIS_313-8914 7.9
IRIS_313-8920_IRIS_313-8920 8.1
IRIS_313-8921_IRIS_313-8921 7.6
IRIS_313-8923_IRIS_313-8923 9.8
IRIS_313-8924_IRIS_313-8924 8
IRIS_313-8925_IRIS_313-8925 8.4
IRIS_313-8927_IRIS_313-8927 8.6
IRIS_313-8930_IRIS_313-8930 7.9
IRIS_313-8932_IRIS_313-8932 8
IRIS_313-8935_IRIS_313-8935 8.4
IRIS_313-8940_IRIS_313-8940 7.9
IRIS_313-8946_IRIS_313-8946 8.9
IRIS_313-8948_IRIS_313-8948 8.7
IRIS_313-8955_IRIS_313-8955 8.2
IRIS_313-8956_IRIS_313-8956 7.5
IRIS_313-8957_IRIS_313-8957 8.6
IRIS_313-8960_IRIS_313-8960 10.1
IRIS_313-8963_IRIS_313-8963 8
IRIS_313-8967_IRIS_313-8967 9.6
IRIS_313-8968_IRIS_313-8968 7.8
IRIS_313-8976_IRIS_313-8976 8.8
IRIS_313-8980_IRIS_313-8980 10.3
IRIS_313-8982_IRIS_313-8982 8.7
IRIS_313-8985_IRIS_313-8985 8.2
IRIS_313-8986_IRIS_313-8986 8.8
IRIS_313-8988_IRIS_313-8988 8.7
IRIS_313-8994_IRIS_313-8994 9.3
IRIS_313-8996_IRIS_313-8996 10.1
IRIS_313-8999_IRIS_313-8999 7
IRIS_313-9002_IRIS_313-9002 7.8
IRIS_313-9005_IRIS_313-9005 10
IRIS_313-9006_IRIS_313-9006 10
IRIS_313-9017_IRIS_313-9017 8.5
IRIS_313-9019_IRIS_313-9019 9.7
IRIS_313-9020_IRIS_313-9020 9.4
IRIS_313-9023_IRIS_313-9023 9.2
IRIS_313-9032_IRIS_313-9032 9
IRIS_313-9039_IRIS_313-9039 5.7
IRIS_313-9044_IRIS_313-9044 8.6
IRIS_313-9048_IRIS_313-9048 7
IRIS_313-9050_IRIS_313-9050 8
IRIS_313-9053_IRIS_313-9053 8.3
IRIS_313-9054_IRIS_313-9054 7.2
IRIS_313-9062_IRIS_313-9062 8.7
IRIS_313-9065_IRIS_313-9065 7.6
IRIS_313-9066_IRIS_313-9066 9.4
IRIS_313-9067_IRIS_313-9067 9.9
IRIS_313-9070_IRIS_313-9070 7.9
IRIS_313-9072_IRIS_313-9072 8.2
IRIS_313-9081_IRIS_313-9081 7.2
IRIS_313-9083_IRIS_313-9083 8
IRIS_313-9091_IRIS_313-9091 8
IRIS_313-9101_IRIS_313-9101 9.9
IRIS_313-9108_IRIS_313-9108 8.1
IRIS_313-9111_IRIS_313-9111 7.8
IRIS_313-9112_IRIS_313-9112 9.8
IRIS_313-9114_IRIS_313-9114 9.9
IRIS_313-9115_IRIS_313-9115 9.7
IRIS_313-9116_IRIS_313-9116 10
IRIS_313-9117_IRIS_313-9117 8.3
IRIS_313-9119_IRIS_313-9119 9.3
IRIS_313-9120_IRIS_313-9120 8.2
IRIS_313-9121_IRIS_313-9121 10
IRIS_313-9123_IRIS_313-9123 8.5
IRIS_313-9129_IRIS_313-9129 9.1
IRIS_313-9131_IRIS_313-9131 9.3
IRIS_313-9137_IRIS_313-9137 7.3
IRIS_313-9139_IRIS_313-9139 8.1
IRIS_313-9140_IRIS_313-9140 8.2
IRIS_313-9148_IRIS_313-9148 7.8
IRIS_313-9156_IRIS_313-9156 9.2
IRIS_313-9160_IRIS_313-9160 8.8
IRIS_313-9172_IRIS_313-9172 8
IRIS_313-9174_IRIS_313-9174 8.2
IRIS_313-9176_IRIS_313-9176 7.3
IRIS_313-9184_IRIS_313-9184 8.1
IRIS_313-9187_IRIS_313-9187 9.5
IRIS_313-9188_IRIS_313-9188 7.6
IRIS_313-9190_IRIS_313-9190 8.8
IRIS_313-9193_IRIS_313-9193 9.1
IRIS_313-9197_IRIS_313-9197 8.1
IRIS_313-9201_IRIS_313-9201 9.1
IRIS_313-9204_IRIS_313-9204 8.6
IRIS_313-9208_IRIS_313-9208 8.7
IRIS_313-9209_IRIS_313-9209 8.5
IRIS_313-9210_IRIS_313-9210 6.8
IRIS_313-9218_IRIS_313-9218 7.9
IRIS_313-9227_IRIS_313-9227 10.3
IRIS_313-9228_IRIS_313-9228 7.3
IRIS_313-9233_IRIS_313-9233 7.4
IRIS_313-9239_IRIS_313-9239 10.1
IRIS_313-9243_IRIS_313-9243 8.2
IRIS_313-9249_IRIS_313-9249 9.9
IRIS_313-9251_IRIS_313-9251 6.8
IRIS_313-9253_IRIS_313-9253 7.5
IRIS_313-9256_IRIS_313-9256 9.3
IRIS_313-9258_IRIS_313-9258 8.4
IRIS_313-9259_IRIS_313-9259 8.1
IRIS_313-9262_IRIS_313-9262 8.9
IRIS_313-9267_IRIS_313-9267 8.9
IRIS_313-9271_IRIS_313-9271 8.2
IRIS_313-9281_IRIS_313-9281 9.4
IRIS_313-9283_IRIS_313-9283 8.2
IRIS_313-9285_IRIS_313-9285 8
IRIS_313-9286_IRIS_313-9286 9.6
IRIS_313-9287_IRIS_313-9287 9.3
IRIS_313-9294_IRIS_313-9294 8.6
IRIS_313-9297_IRIS_313-9297 10.1
IRIS_313-9301_IRIS_313-9301 9.7
IRIS_313-9302_IRIS_313-9302 9.9
IRIS_313-9310_IRIS_313-9310 7.2
IRIS_313-9313_IRIS_313-9313 8.3
IRIS_313-9317_IRIS_313-9317 7.8
IRIS_313-9320_IRIS_313-9320 8.9
IRIS_313-9324_IRIS_313-9324 8.3
IRIS_313-9325_IRIS_313-9325 9.1
IRIS_313-9329_IRIS_313-9329 8.6
IRIS_313-9342_IRIS_313-9342 9.2
IRIS_313-9346_IRIS_313-9346 7.4
IRIS_313-9347_IRIS_313-9347 9.5
IRIS_313-9348_IRIS_313-9348 9.6
IRIS_313-9351_IRIS_313-9351 8.8
IRIS_313-9357_IRIS_313-9357 9.3
IRIS_313-9363_IRIS_313-9363 9.6
IRIS_313-9366_IRIS_313-9366 8.9
IRIS_313-9368_IRIS_313-9368 8.3
IRIS_313-9372_IRIS_313-9372 7.8
IRIS_313-9375_IRIS_313-9375 10.3
IRIS_313-9379_IRIS_313-9379 6.7
IRIS_313-9384_IRIS_313-9384 8
IRIS_313-9388_IRIS_313-9388 7.9
IRIS_313-9389_IRIS_313-9389 7.9
IRIS_313-9391_IRIS_313-9391 8.2
IRIS_313-9392_IRIS_313-9392 7.8
IRIS_313-9400_IRIS_313-9400 8.2
IRIS_313-9402_IRIS_313-9402 8.9
IRIS_313-9403_IRIS_313-9403 8.6
IRIS_313-9404_IRIS_313-9404 8.4
IRIS_313-9405_IRIS_313-9405 8.5
IRIS_313-9409_IRIS_313-9409 9.6
IRIS_313-9410_IRIS_313-9410 7.6
IRIS_313-9422_IRIS_313-9422 7.2
IRIS_313-9423_IRIS_313-9423 7.5
IRIS_313-9424_IRIS_313-9424 8.5
IRIS_313-9427_IRIS_313-9427 8.9
IRIS_313-9429_IRIS_313-9429 7
IRIS_313-9433_IRIS_313-9433 8.8
IRIS_313-9438_IRIS_313-9438 7.9
IRIS_313-9445_IRIS_313-9445 7.8
IRIS_313-9449_IRIS_313-9449 8.9
IRIS_313-9451_IRIS_313-9451 9.8
IRIS_313-9452_IRIS_313-9452 9.2
IRIS_313-9461_IRIS_313-9461 9.2
IRIS_313-9463_IRIS_313-9463 7.6
IRIS_313-9464_IRIS_313-9464 11.8
IRIS_313-9468_IRIS_313-9468 8
IRIS_313-9469_IRIS_313-9469 8.6
IRIS_313-9470_IRIS_313-9470 7.9
IRIS_313-9472_IRIS_313-9472 8.5
IRIS_313-9482_IRIS_313-9482 8.9
IRIS_313-9484_IRIS_313-9484 9.3
IRIS_313-9491_IRIS_313-9491 9.4
IRIS_313-9492_IRIS_313-9492 8.4
IRIS_313-9503_IRIS_313-9503 8.7
IRIS_313-9505_IRIS_313-9505 8.5
IRIS_313-9516_IRIS_313-9516 8.2
IRIS_313-9519_IRIS_313-9519 9.1
IRIS_313-9522_IRIS_313-9522 9.5
IRIS_313-9523_IRIS_313-9523 7.6
IRIS_313-9529_IRIS_313-9529 8
IRIS_313-9533_IRIS_313-9533 9.5
IRIS_313-9539_IRIS_313-9539 9.1
IRIS_313-9547_IRIS_313-9547 8.9
IRIS_313-9550_IRIS_313-9550 9.3
IRIS_313-9551_IRIS_313-9551 9.2
IRIS_313-9555_IRIS_313-9555 9.3
IRIS_313-9557_IRIS_313-9557 5.9
IRIS_313-9558_IRIS_313-9558 9.7
IRIS_313-9560_IRIS_313-9560 8.5
IRIS_313-9566_IRIS_313-9566 9.9
IRIS_313-9567_IRIS_313-9567 10.3
IRIS_313-9568_IRIS_313-9568 8.6
IRIS_313-9570_IRIS_313-9570 9.5
IRIS_313-9572_IRIS_313-9572 8.5
IRIS_313-9574_IRIS_313-9574 9.1
IRIS_313-9575_IRIS_313-9575 11.3
IRIS_313-9582_IRIS_313-9582 9.5
IRIS_313-9590_IRIS_313-9590 8.4
IRIS_313-9593_IRIS_313-9593 9.3
IRIS_313-9594_IRIS_313-9594 7.5
IRIS_313-9600_IRIS_313-9600 10
IRIS_313-9601_IRIS_313-9601 10.1
IRIS_313-9602_IRIS_313-9602 10.1
IRIS_313-9604_IRIS_313-9604 9
IRIS_313-9605_IRIS_313-9605 7.9
IRIS_313-9606_IRIS_313-9606 8.1
IRIS_313-9609_IRIS_313-9609 8
IRIS_313-9610_IRIS_313-9610 9.1
IRIS_313-9611_IRIS_313-9611 8.5
IRIS_313-9616_IRIS_313-9616 5.7
IRIS_313-9617_IRIS_313-9617 8.3
IRIS_313-9623_IRIS_313-9623 9.1
IRIS_313-9626_IRIS_313-9626 8.9
IRIS_313-9629_IRIS_313-9629 6.8
IRIS_313-9634_IRIS_313-9634 9
IRIS_313-9636_IRIS_313-9636 7
IRIS_313-9637_IRIS_313-9637 8
IRIS_313-9641_IRIS_313-9641 8.8
IRIS_313-9648_IRIS_313-9648 9.6
IRIS_313-9661_IRIS_313-9661 7.9
IRIS_313-9682_IRIS_313-9682 8.4
IRIS_313-9691_IRIS_313-9691 9.7
IRIS_313-9694_IRIS_313-9694 7.7
IRIS_313-9695_IRIS_313-9695 8.5
IRIS_313-9696_IRIS_313-9696 7.1
IRIS_313-9697_IRIS_313-9697 8.2
IRIS_313-9698_IRIS_313-9698 6.4
IRIS_313-9699_IRIS_313-9699 8.5
IRIS_313-9701_IRIS_313-9701 7.2
IRIS_313-9702_IRIS_313-9702 8.1
IRIS_313-9703_IRIS_313-9703 6.8
IRIS_313-9705_IRIS_313-9705 7.9
IRIS_313-9706_IRIS_313-9706 7.5
IRIS_313-9708_IRIS_313-9708 7
IRIS_313-9709_IRIS_313-9709 9.5
IRIS_313-9723_IRIS_313-9723 8
IRIS_313-9724_IRIS_313-9724 8
IRIS_313-9725_IRIS_313-9725 7.9
IRIS_313-9727_IRIS_313-9727 8.7
IRIS_313-9730_IRIS_313-9730 8.2
IRIS_313-9732_IRIS_313-9732 9.1
IRIS_313-9740_IRIS_313-9740 8.9
IRIS_313-9742_IRIS_313-9742 10.7
IRIS_313-9745_IRIS_313-9745 10.1
IRIS_313-9758_IRIS_313-9758 6.8
IRIS_313-9759_IRIS_313-9759 7.8
IRIS_313-9767_IRIS_313-9767 9.4
IRIS_313-9769_IRIS_313-9769 6.9
IRIS_313-9771_IRIS_313-9771 7.1
IRIS_313-9774_IRIS_313-9774 7.5
IRIS_313-9778_IRIS_313-9778 8
IRIS_313-9782_IRIS_313-9782 7.3
IRIS_313-9783_IRIS_313-9783 9.1
IRIS_313-9789_IRIS_313-9789 7.8
IRIS_313-9790_IRIS_313-9790 8.3
IRIS_313-9791_IRIS_313-9791 8.4
IRIS_313-9795_IRIS_313-9795 7.8
IRIS_313-9800_IRIS_313-9800 8.5
IRIS_313-9811_IRIS_313-9811 9
IRIS_313-9813_IRIS_313-9813 7.2
IRIS_313-9814_IRIS_313-9814 8.7
IRIS_313-9817_IRIS_313-9817 12
IRIS_313-9818_IRIS_313-9818 11.8
IRIS_313-9822_IRIS_313-9822 8
IRIS_313-9825_IRIS_313-9825 10.2
IRIS_313-9831_IRIS_313-9831 9.1
IRIS_313-9832_IRIS_313-9832 6.3
IRIS_313-9838_IRIS_313-9838 8.4
IRIS_313-9839_IRIS_313-9839 8.3
IRIS_313-9841_IRIS_313-9841 11.4
IRIS_313-9851_IRIS_313-9851 7.7
IRIS_313-9862_IRIS_313-9862 9.3
IRIS_313-9867_IRIS_313-9867 9.1
IRIS_313-9880_IRIS_313-9880 8.3
IRIS_313-9882_IRIS_313-9882 8.2
IRIS_313-9884_IRIS_313-9884 7.4
IRIS_313-9886_IRIS_313-9886 6.9
IRIS_313-9887_IRIS_313-9887 7.1
IRIS_313-9890_IRIS_313-9890 7.3
IRIS_313-9891_IRIS_313-9891 7.3
IRIS_313-9897_IRIS_313-9897 9.3
IRIS_313-9898_IRIS_313-9898 10.2
IRIS_313-9917_IRIS_313-9917 7.8
IRIS_313-9922_IRIS_313-9922 8
IRIS_313-9924_IRIS_313-9924 8.5
IRIS_313-9925_IRIS_313-9925 7.2
IRIS_313-9926_IRIS_313-9926 10.6
IRIS_313-9928_IRIS_313-9928 8.4
IRIS_313-9929_IRIS_313-9929 8.3
IRIS_313-9935_IRIS_313-9935 8
IRIS_313-9936_IRIS_313-9936 7.6
IRIS_313-9937_IRIS_313-9937 9.8
IRIS_313-9939_IRIS_313-9939 9.1
IRIS_313-9940_IRIS_313-9940 10.2
IRIS_313-9944_IRIS_313-9944 8.8
IRIS_313-9949_IRIS_313-9949 9
IRIS_313-9953_IRIS_313-9953 8.8
IRIS_313-9961_IRIS_313-9961 8.9
IRIS_313-9964_IRIS_313-9964 9.6
IRIS_313-9966_IRIS_313-9966 9.8
IRIS_313-9968_IRIS_313-9968 8
IRIS_313-9969_IRIS_313-9969 8.7
IRIS_313-9970_IRIS_313-9970 7.5
IRIS_313-9974_IRIS_313-9974 7.2
IRIS_313-9976_IRIS_313-9976 7.9
IRIS_313-9980_IRIS_313-9980 10.4
IRIS_313-9986_IRIS_313-9986 8
IRIS_313-9989_IRIS_313-9989 9.3
IRIS_313-9995_IRIS_313-9995 8.2
IRIS_313-9996_IRIS_313-9996 7.1
